Inscrição,Origem,Endereço,Tributo,Ano,Mês,Situação,Valor Atual,Juros,Multa,Total Divida,Vencidas,A Vencer
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,ITU - DA,2019,01,Ajuizada,922.84,516.79,184.57,1624.20,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,CIP - DA,2020,01,Ajuizada,32.47,14.29,6.49,53.25,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,ITU - DA,2020,01,Ajuizada,922.84,406.05,184.57,1513.46,1,0
401.533.0191.000,Imóvel,Rua RJ-02         0 QD.08 LT. 09 RESIDENCIAL RIO JORDÃO,Capinação e Roç,2023,01,Dívida Corrente,204.0,14.28,40.8,259.08,1,0
401.533.0191.000,Imóvel,Rua RJ-02         0 QD.08 LT. 09 RESIDENCIAL RIO JORDÃO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
401.533.0191.000,Imóvel,Rua RJ-02         0 QD.08 LT. 09 RESIDENCIAL RIO JORDÃO,ITU,2023,01,Dívida Corrente,1021.37,51.07,134.22,1206.66,7,0
401.533.0191.000,Imóvel,Rua RJ-02         0 QD.08 LT. 09 RESIDENCIAL RIO JORDÃO,Capin. RoçaD.A,2022,02,Dívida Ativa,203.33,28.47,40.67,272.47,1,0
401.533.0191.000,Imóvel,Rua RJ-02         0 QD.08 LT. 09 RESIDENCIAL RIO JORDÃO,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
401.533.0191.000,Imóvel,Rua RJ-02         0 QD.08 LT. 09 RESIDENCIAL RIO JORDÃO,ITU - DA,2022,01,Dívida Ativa,1021.38,204.28,204.28,1429.94,1,0
401.533.0236.000,Imóvel,Avenida FRANCISCO FONTES         0 QD.08 LT. 10 RESIDENCIAL RIO JORDÃO,Capinação e Roç,2023,01,Dívida Corrente,267.8,18.75,53.56,340.11,1,0
401.533.0236.000,Imóvel,Avenida FRANCISCO FONTES         0 QD.08 LT. 10 RESIDENCIAL RIO JORDÃO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
401.533.0236.000,Imóvel,Avenida FRANCISCO FONTES         0 QD.08 LT. 10 RESIDENCIAL RIO JORDÃO,ITU,2023,01,Dívida Corrente,1608.96,72.4,189.04,1870.40,8,0
401.533.0236.000,Imóvel,Avenida FRANCISCO FONTES         0 QD.08 LT. 10 RESIDENCIAL RIO JORDÃO,Parcelam/Div/Aj,2023,12,Dívida Corrente,1312.75,0.0,0.0,1312.75,0,5
401.533.0236.000,Imóvel,Avenida FRANCISCO FONTES         0 QD.08 LT. 10 RESIDENCIAL RIO JORDÃO,Parcelamento DA,2023,12,Dívida Corrente,3160.92,0.0,0.0,3160.92,0,11
401.534.0128.001,Imóvel,Rua RJ-02          S/N QD: 09 LT: 04 RESIDENCIAL RIO JORDÃO,IPTU,2023,01,Dívida Corrente,1362.16,61.3,160.04,1583.50,8,0
401.534.0128.001,Imóvel,Rua RJ-02          S/N QD: 09 LT: 04 RESIDENCIAL RIO JORDÃO,TSU,2023,01,Dívida Corrente,120.15,9.61,24.03,153.79,1,0
401.534.0140.000,Imóvel,Rua RJ-02         0 QD- 09 LT- 03 RESIDENCIAL RIO JORDÃO,Capinação e Roç,2023,04,Dívida Corrente,221.46,11.07,17.72,250.25,1,0
401.534.0140.000,Imóvel,Rua RJ-02         0 QD- 09 LT- 03 RESIDENCIAL RIO JORDÃO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
401.534.0140.000,Imóvel,Rua RJ-02         0 QD- 09 LT- 03 RESIDENCIAL RIO JORDÃO,ITU,2023,01,Dívida Corrente,1108.8,49.9,130.29,1288.99,8,0
401.537.0018.000,Imóvel,Rua RJ-07         0 QD14 LT02 RESIDENCIAL RIO JORDÃO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
401.537.0018.000,Imóvel,Rua RJ-07         0 QD14 LT02 RESIDENCIAL RIO JORDÃO,ITU,2023,01,Dívida Corrente,735.4,44.12,111.8,891.32,5,0
401.537.0274.000,Imóvel,Rua RJ-09         0 QD14 LT19 RESIDENCIAL RIO JORDÃO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
401.537.0274.000,Imóvel,Rua RJ-09         0 QD14 LT19 RESIDENCIAL RIO JORDÃO,ITU,2023,01,Dívida Corrente,898.8,49.43,125.82,1074.05,6,0
401.537.0274.000,Imóvel,Rua RJ-09         0 QD14 LT19 RESIDENCIAL RIO JORDÃO,Capin. RoçaD.A,2022,02,Dívida Ativa,203.33,28.47,40.67,272.47,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,IPTU,2023,01,Dívida Corrente,687.65,41.26,104.53,833.44,5,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,TSU,2023,01,Dívida Corrente,63.74,5.1,12.75,81.59,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,CIP - DA,2017,01,Dívida Ativa,65.64,52.51,13.13,131.28,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,IPTU - DA,2021,01,Dívida Ativa,668.38,207.2,133.68,1009.26,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,TSU - DA,2021,01,Dívida Ativa,74.53,23.11,14.91,112.55,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,IPTU - DA,2022,01,Dívida Ativa,687.64,137.53,137.53,962.70,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,TSU - DA,2022,01,Dívida Ativa,67.5,13.5,13.5,94.50,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,CIP - DA,2018,01,Ajuizada,50.83,34.56,10.17,95.56,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,ITU - DA,2018,01,Ajuizada,950.29,646.2,190.06,1786.55,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,CIP - DA,2019,01,Ajuizada,36.02,20.17,7.2,63.39,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,ITU - DA,2019,01,Ajuizada,950.29,532.16,190.06,1672.51,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,CIP - DA,2020,01,Ajuizada,32.47,14.29,6.49,53.25,1,0
401.538.0006.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO,ITU - DA,2020,01,Ajuizada,950.29,418.13,190.06,1558.48,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,IPTU,2023,01,Dívida Corrente,266.6,19.99,53.32,339.91,2,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,TSU,2023,01,Dívida Corrente,14.0,1.12,2.8,17.92,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,IPTU - DA,2021,01,Dívida Ativa,248.38,77.0,49.68,375.06,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,TSU - DA,2021,01,Dívida Ativa,16.37,5.07,3.27,24.71,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,IPTU - DA,2022,01,Dívida Ativa,266.59,53.32,53.32,373.23,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,TSU - DA,2022,01,Dívida Ativa,14.83,2.97,2.97,20.77,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,CIP - DA,2017,01,Ajuizada,65.64,52.51,13.13,131.28,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,ITU - DA,2017,01,Ajuizada,662.51,530.01,132.5,1325.02,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,CIP - DA,2018,01,Ajuizada,50.83,34.56,10.17,95.56,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,ITU - DA,2018,01,Ajuizada,662.52,450.51,132.5,1245.53,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,CIP - DA,2019,01,Ajuizada,36.02,20.17,7.2,63.39,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,ITU - DA,2019,01,Ajuizada,662.51,371.01,132.5,1166.02,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,CIP - DA,2020,01,Ajuizada,32.47,14.29,6.49,53.25,1,0
401.538.0018.001,Imóvel,Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO,ITU - DA,2020,01,Ajuizada,662.52,291.51,132.5,1086.53,1,0
401.541.0319.000,Imóvel,Rua RJ-12         0 QD- 16 LT- 23 RESIDENCIAL RIO JORDÃO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
401.541.0319.000,Imóvel,Rua RJ-12         0 QD- 16 LT- 23 RESIDENCIAL RIO JORDÃO,ITU,2023,01,Dívida Corrente,1021.37,51.07,134.22,1206.66,7,0
401.541.0319.000,Imóvel,Rua RJ-12         0 QD- 16 LT- 23 RESIDENCIAL RIO JORDÃO,Parcelamento DA,2023,12,Dívida Corrente,897.02,0.0,0.0,897.02,0,2
401.542.0348.000,Imóvel,Rua RJ-14         0 QD.17 LT. 25 RESIDENCIAL RIO JORDÃO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
401.542.0348.000,Imóvel,Rua RJ-14         0 QD.17 LT. 25 RESIDENCIAL RIO JORDÃO,ITU,2023,01,Dívida Corrente,1021.37,51.07,134.22,1206.66,7,0
401.542.0348.000,Imóvel,Rua RJ-14         0 QD.17 LT. 25 RESIDENCIAL RIO JORDÃO,Saldo Parc. DCC,2023,05,Dívida Corrente,813.27,138.82,121.78,1073.87,1,0
403.316.0153.000,Imóvel,Rua ANTONIO DE SOUZA FRANÇA         0 QD.01 LT- 04 RESIDENCIAL PARIS,IPTU,2023,01,Dívida Corrente,588.6,38.26,100.06,726.92,4,0
403.316.0153.000,Imóvel,Rua ANTONIO DE SOUZA FRANÇA         0 QD.01 LT- 04 RESIDENCIAL PARIS,TSU,2023,01,Dívida Corrente,67.34,5.39,13.47,86.20,1,0
404.002.0152.001,Imóvel,Rua 02 S/N QD. 01 LT.08 RESIDENCIAL VALENCIA,CIP - DA,2021,01,Dívida Ativa,29.61,9.18,5.92,44.71,1,0
404.002.0152.001,Imóvel,Rua 02 S/N QD. 01 LT.08 RESIDENCIAL VALENCIA,ITU - DA,2021,01,Dívida Ativa,1171.73,363.24,234.35,1769.32,1,0
404.002.0152.001,Imóvel,Rua 02 S/N QD. 01 LT.08 RESIDENCIAL VALENCIA,IPTU - DA,2022,01,Dívida Ativa,681.63,136.33,136.33,954.29,1,0
404.002.0152.001,Imóvel,Rua 02 S/N QD. 01 LT.08 RESIDENCIAL VALENCIA,TSU - DA,2022,01,Dívida Ativa,156.2,31.24,31.24,218.68,1,0
404.002.0152.001,Imóvel,Rua 02 S/N QD. 01 LT.08 RESIDENCIAL VALENCIA,CIP - DA,2018,01,Ajuizada,50.83,34.56,10.17,95.56,1,0
404.002.0152.001,Imóvel,Rua 02 S/N QD. 01 LT.08 RESIDENCIAL VALENCIA,ITU - DA,2018,01,Ajuizada,1171.74,796.78,234.35,2202.87,1,0
404.002.0152.001,Imóvel,Rua 02 S/N QD. 01 LT.08 RESIDENCIAL VALENCIA,CIP - DA,2019,01,Ajuizada,36.02,20.17,7.2,63.39,1,0
404.002.0152.001,Imóvel,Rua 02 S/N QD. 01 LT.08 RESIDENCIAL VALENCIA,CIP - DA,2020,01,Ajuizada,32.47,14.29,6.49,53.25,1,0
404.002.0152.001,Imóvel,Rua 02 S/N QD. 01 LT.08 RESIDENCIAL VALENCIA,ITU - DA,2020,01,Ajuizada,1171.74,515.57,234.35,1921.66,1,0
404.003.0106.000,Imóvel,Rua 01         0 QD. 02 LT.03 RESIDENCIAL VALENCIA,Capinação e Roç,2023,01,Dívida Corrente,220.32,15.42,44.06,279.80,1,0
404.003.0106.000,Imóvel,Rua 01         0 QD. 02 LT.03 RESIDENCIAL VALENCIA,Capinação e Roç,2023,07,Dívida Corrente,220.32,6.61,17.63,244.56,1,0
404.003.0106.000,Imóvel,Rua 01         0 QD. 02 LT.03 RESIDENCIAL VALENCIA,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
404.003.0106.000,Imóvel,Rua 01         0 QD. 02 LT.03 RESIDENCIAL VALENCIA,ITU,2023,01,Dívida Corrente,1003.38,50.17,131.89,1185.44,7,0
404.003.0106.000,Imóvel,Rua 01         0 QD. 02 LT.03 RESIDENCIAL VALENCIA,Capin. RoçaD.A,2022,08,Dívida Ativa,219.59,26.35,43.92,289.86,1,0
404.003.0106.000,Imóvel,Rua 01         0 QD. 02 LT.03 RESIDENCIAL VALENCIA,Capin. RoçaD.A,2022,01,Dívida Ativa,219.59,30.74,43.92,294.25,1,0
404.004.0116.000,Imóvel,Rua 03         0 QD. 03 LT.04 RESIDENCIAL VALENCIA,IPTU,2023,01,Dívida Corrente,917.04,50.44,128.4,1095.88,6,0
404.004.0116.000,Imóvel,Rua 03         0 QD. 03 LT.04 RESIDENCIAL VALENCIA,TSU,2023,01,Dívida Corrente,119.21,9.54,23.84,152.59,1,0
404.004.0116.000,Imóvel,Rua 03         0 QD. 03 LT.04 RESIDENCIAL VALENCIA,IPTU - DA,2021,01,Dívida Ativa,892.15,276.57,178.43,1347.15,1,0
404.004.0116.000,Imóvel,Rua 03         0 QD. 03 LT.04 RESIDENCIAL VALENCIA,TSU - DA,2021,01,Dívida Ativa,139.4,43.21,27.88,210.49,1,0
404.004.0116.000,Imóvel,Rua 03         0 QD. 03 LT.04 RESIDENCIAL VALENCIA,IPTU - DA,2022,01,Dívida Ativa,917.01,183.4,183.4,1283.81,1,0
404.004.0116.000,Imóvel,Rua 03         0 QD. 03 LT.04 RESIDENCIAL VALENCIA,TSU - DA,2022,01,Dívida Ativa,126.24,25.25,25.25,176.74,1,0
404.007.0450.000,Imóvel,Rua 01         0 A. NÃO EDIFICANTE RESIDENCIAL VALENCIA,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
406.746.0243.000,Imóvel,Rua ELIAS PAVLIKOFF         0 Qd. 01         Lt.14 RESIDENCIAL VILLA BELLA,IPTU - DA,2021,01,Dívida Ativa,770.78,238.94,154.16,1163.88,1,0
406.746.0243.000,Imóvel,Rua ELIAS PAVLIKOFF         0 Qd. 01         Lt.14 RESIDENCIAL VILLA BELLA,TSU - DA,2021,01,Dívida Ativa,93.31,28.93,18.66,140.90,1,0
406.746.0243.000,Imóvel,Rua ELIAS PAVLIKOFF         0 Qd. 01         Lt.14 RESIDENCIAL VILLA BELLA,Saldo Parc. D.A,2022,02,Dívida Ativa,444.29,226.2,75.99,746.48,1,0
406.752.0076.000,Imóvel,Rua HAGI         0 QD. 11 LT.05 RESIDENCIAL VILLA BELLA,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
406.752.0076.000,Imóvel,Rua HAGI         0 QD. 11 LT.05 RESIDENCIAL VILLA BELLA,ITU,2023,01,Dívida Corrente,1479.6,66.6,173.87,1720.07,8,0
406.752.0076.000,Imóvel,Rua HAGI         0 QD. 11 LT.05 RESIDENCIAL VILLA BELLA,CIP - DA,2021,01,Dívida Ativa,29.61,9.18,5.92,44.71,1,0
406.752.0076.000,Imóvel,Rua HAGI         0 QD. 11 LT.05 RESIDENCIAL VILLA BELLA,ITU - DA,2021,01,Dívida Ativa,1333.0,413.23,266.6,2012.83,1,0
406.752.0076.000,Imóvel,Rua HAGI         0 QD. 11 LT.05 RESIDENCIAL VILLA BELLA,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
406.752.0076.000,Imóvel,Rua HAGI         0 QD. 11 LT.05 RESIDENCIAL VILLA BELLA,ITU - DA,2022,01,Dívida Ativa,1479.62,295.92,295.92,2071.46,1,0
406.753.0510.000,Imóvel,Rua TOMAS EDISON         0 Qd. 13         Lt.32 RESIDENCIAL VILLA BELLA,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
406.753.0510.000,Imóvel,Rua TOMAS EDISON         0 Qd. 13         Lt.32 RESIDENCIAL VILLA BELLA,ITU,2023,01,Dívida Corrente,1683.92,75.76,197.87,1957.55,8,0
406.753.0510.000,Imóvel,Rua TOMAS EDISON         0 Qd. 13         Lt.32 RESIDENCIAL VILLA BELLA,CIP - DA,2021,01,Dívida Ativa,29.61,9.18,5.92,44.71,1,0
406.753.0510.000,Imóvel,Rua TOMAS EDISON         0 Qd. 13         Lt.32 RESIDENCIAL VILLA BELLA,ITU - DA,2021,01,Dívida Ativa,1517.01,470.27,303.4,2290.68,1,0
406.753.0510.000,Imóvel,Rua TOMAS EDISON         0 Qd. 13         Lt.32 RESIDENCIAL VILLA BELLA,Capin. RoçaD.A,2022,07,Dívida Ativa,216.32,23.8,43.26,283.38,1,0
406.753.0510.000,Imóvel,Rua TOMAS EDISON         0 Qd. 13         Lt.32 RESIDENCIAL VILLA BELLA,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
406.753.0510.000,Imóvel,Rua TOMAS EDISON         0 Qd. 13         Lt.32 RESIDENCIAL VILLA BELLA,ITU - DA,2022,01,Dívida Ativa,1683.88,336.78,336.78,2357.44,1,0
406.753.0510.000,Imóvel,Rua TOMAS EDISON         0 Qd. 13         Lt.32 RESIDENCIAL VILLA BELLA,CIP - DA,2020,01,Ajuizada,32.47,14.29,6.49,53.25,1,0
406.753.0510.000,Imóvel,Rua TOMAS EDISON         0 Qd. 13         Lt.32 RESIDENCIAL VILLA BELLA,ITU - DA,2020,01,Ajuizada,1517.01,667.48,303.4,2487.89,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2020,09,Dívida Corrente,24.38,9.26,0.49,34.13,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2020,01,Dívida Corrente,24.38,11.21,0.49,36.08,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2020,01,Dívida Corrente,7.31,3.36,0.15,10.82,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2020,05,Dívida Corrente,90.72,38.1,1.81,130.63,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2020,10,Dívida Corrente,122.49,45.32,2.45,170.26,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,Auto Infração,2021,04,Dívida Corrente,239.62,74.28,0.0,313.90,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2021,06,Dívida Corrente,2957.91,857.79,59.16,3874.86,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2021,12,Dívida Corrente,58.93,13.55,1.18,73.66,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2021,06,Dívida Corrente,2203.96,639.15,44.08,2887.19,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2022,01,Dívida Corrente,44.48,9.79,0.89,55.16,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2022,09,Dívida Corrente,64.02,8.96,1.28,74.26,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2022,06,Dívida Corrente,52.64,8.95,1.05,62.64,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2022,02,Dívida Corrente,23.83,5.0,0.48,29.31,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2022,02,Dívida Corrente,55.6,11.68,1.11,68.39,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2022,02,Dívida Corrente,13.24,2.78,0.26,16.28,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2022,03,Dívida Corrente,19.06,3.81,0.38,23.25,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,20.93,0.0,0.0,20.93,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,1.65,0.0,0.0,1.65,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,273.7,0.0,0.0,273.70,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,290.4,0.0,0.0,290.40,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,55.93,0.0,0.0,55.93,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,51.98,0.0,0.0,51.98,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,63.06,0.0,0.0,63.06,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,47.84,0.0,0.0,47.84,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,57.75,0.0,0.0,57.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,68.59,0.0,0.0,68.59,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,52.5,0.0,0.0,52.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,57.75,0.0,0.0,57.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,87.19,0.0,0.0,87.19,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,62.5,0.0,0.0,62.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,193.75,0.0,0.0,193.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,6.94,0.0,0.0,6.94,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,10.85,0.0,0.0,10.85,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,33.6,0.0,0.0,33.60,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,234.73,0.0,0.0,234.73,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,22.0,0.0,0.0,22.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,35.86,0.0,0.0,35.86,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,484.67,0.0,0.0,484.67,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,73.58,0.0,0.0,73.58,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,315.68,0.0,0.0,315.68,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,38.0,0.0,0.0,38.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,35.42,0.0,0.0,35.42,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,56.02,0.0,0.0,56.02,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,160.0,0.0,0.0,160.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,72.0,0.0,0.0,72.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,147.0,0.0,0.0,147.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,16.21,0.0,0.0,16.21,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,14.99,0.0,0.0,14.99,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,12.16,0.0,0.0,12.16,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,28.99,0.0,0.0,28.99,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,28.26,0.0,0.0,28.26,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,15.29,0.0,0.0,15.29,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,42.84,0.0,0.0,42.84,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,16.49,0.0,0.0,16.49,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,104.26,0.0,0.0,104.26,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,14.99,0.0,0.0,14.99,0,1
