Origem,Inscrição,Endereço,Matrícula,Dívidas
Imóvel,107.597.0187.000,"Rua LARANJEIRA         0 QD. 11 LT. 15 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 11 15",107.597.0187.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1222.08, 'Juros': 55.0, 'Multa': 143.59, 'Total': '1420.67', 'Vencidas': 8, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 29.61, 'Juros': 9.18, 'Multa': 5.92, 'Total': '44.71', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1100.93, 'Juros': 341.29, 'Multa': 220.19, 'Total': '1662.41', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1222.03, 'Juros': 244.41, 'Multa': 244.41, 'Total': '1710.85', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '08', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 882.91, 'Juros': 413.4, 'Multa': 151.01, 'Total': '1447.32', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '08', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 1232.22, 'Juros': 939.33, 'Multa': 191.88, 'Total': '2363.43', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 8717.3}]"
Imóvel,107.597.0267.001,"Rua MANGUEIRA 0 QD. 11 LT. 20 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 11 20",107.597.0267.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 686.8, 'Juros': 41.2, 'Multa': 104.39, 'Total': '832.39', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 105.45, 'Juros': 8.44, 'Multa': 21.09, 'Total': '134.98', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 686.77, 'Juros': 137.35, 'Multa': 137.35, 'Total': '961.47', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '03', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 1125.88, 'Juros': 584.62, 'Multa': 192.56, 'Total': '1903.06', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 111.67, 'Juros': 22.33, 'Multa': 22.33, 'Total': '156.33', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 3988.23}]"
Imóvel,107.597.0303.000,"Rua MANGUEIRA         0 Qd. 11         Lt.23 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 11 23",107.597.0303.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 640.04, 'Juros': 41.6, 'Multa': 108.8, 'Total': '790.44', 'Vencidas': 4, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 640.03, 'Juros': 128.01, 'Multa': 128.01, 'Total': '896.05', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1754.4}]"
Imóvel,107.598.0013.000,"Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 12 01",107.598.0013.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '02', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.0, 'Juros': 14.28, 'Multa': 40.8, 'Total': '259.08', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '07', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.0, 'Juros': 8.16, 'Multa': 16.32, 'Total': '228.48', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 853.38, 'Juros': 46.94, 'Multa': 119.49, 'Total': '1019.81', 'Vencidas': 6, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '09', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 192.0, 'Juros': 21.12, 'Multa': 38.4, 'Total': '251.52', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '04', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 203.33, 'Juros': 26.43, 'Multa': 40.67, 'Total': '270.43', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '07', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 192.0, 'Juros': 21.12, 'Multa': 38.4, 'Total': '251.52', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 853.37, 'Juros': 170.67, 'Multa': 170.67, 'Total': '1194.71', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 3543.4599999999996}]"
Imóvel,107.598.0037.001,"Rua EUCALYPTO 0 QD. 12 LT. 03 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 12 03",107.598.0037.001,"[{'Situação': 'Dívida Ativa', 'Divida': [{'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 477.59, 'Juros': 210.14, 'Multa': 95.52, 'Total': '783.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 111.08, 'Juros': 48.87, 'Multa': 22.22, 'Total': '182.17', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 477.59, 'Juros': 148.05, 'Multa': 95.52, 'Total': '721.16', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 105.07, 'Juros': 32.57, 'Multa': 21.01, 'Total': '158.65', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 698.29, 'Juros': 139.66, 'Multa': 139.66, 'Total': '977.61', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 125.03, 'Juros': 25.01, 'Multa': 25.01, 'Total': '175.05', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 2997.8900000000003}]"
Imóvel,107.598.0096.001,"Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 12 06",107.598.0096.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 857.58, 'Juros': 47.17, 'Multa': 120.06, 'Total': '1024.81', 'Vencidas': 6, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 84.86, 'Juros': 6.79, 'Multa': 16.97, 'Total': '108.62', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 599.87, 'Juros': 119.97, 'Multa': 119.97, 'Total': '839.81', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 128.38, 'Juros': 25.68, 'Multa': 25.68, 'Total': '179.74', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 2152.9799999999996}]"
Imóvel,107.598.0096.002,"Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 12 06",107.598.0096.002,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 110.32, 'Juros': 8.83, 'Multa': 22.06, 'Total': '141.21', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 13.78, 'Juros': 1.1, 'Multa': 2.76, 'Total': '17.64', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 367.99, 'Juros': 73.6, 'Multa': 73.6, 'Total': '515.19', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 14.59, 'Juros': 2.92, 'Multa': 2.92, 'Total': '20.43', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 694.47}]"
Imóvel,107.598.0183.000,"Rua LIMOEIRO         0 QD. 12 LT. 10 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 12 10",107.598.0183.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '02', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.0, 'Juros': 14.28, 'Multa': 40.8, 'Total': '259.08', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '09', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 192.0, 'Juros': 21.12, 'Multa': 38.4, 'Total': '251.52', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '07', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 192.0, 'Juros': 21.12, 'Multa': 38.4, 'Total': '251.52', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 762.12}]"
Imóvel,107.599.0262.000,"Rua LARANJEIRA         0 QD. 13 LT. 15 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 13 15",107.599.0262.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 715.2, 'Juros': 42.9, 'Multa': 108.71, 'Total': '866.81', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 89.95, 'Juros': 7.2, 'Multa': 17.99, 'Total': '115.14', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 685.51, 'Juros': 301.62, 'Multa': 137.1, 'Total': '1124.23', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 111.2, 'Juros': 48.93, 'Multa': 22.24, 'Total': '182.37', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 685.52, 'Juros': 212.51, 'Multa': 137.1, 'Total': '1035.13', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 105.18, 'Juros': 32.61, 'Multa': 21.04, 'Total': '158.83', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 715.2, 'Juros': 143.04, 'Multa': 143.04, 'Total': '1001.28', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 95.26, 'Juros': 19.05, 'Multa': 19.05, 'Total': '133.36', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 4617.15}]"
Imóvel,107.600.0069.001,"Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 14 05",107.600.0069.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 988.05, 'Juros': 49.4, 'Multa': 129.85, 'Total': '1167.30', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 172.55, 'Juros': 13.8, 'Multa': 34.51, 'Total': '220.86', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 293.93, 'Juros': 235.14, 'Multa': 58.79, 'Total': '587.86', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 155.07, 'Juros': 124.06, 'Multa': 31.01, 'Total': '310.14', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 293.93, 'Juros': 199.87, 'Multa': 58.79, 'Total': '552.59', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 76.24, 'Juros': 51.84, 'Multa': 15.25, 'Total': '143.33', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 293.93, 'Juros': 164.6, 'Multa': 58.79, 'Total': '517.32', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 59.42, 'Juros': 33.28, 'Multa': 11.88, 'Total': '104.58', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 293.93, 'Juros': 129.33, 'Multa': 58.79, 'Total': '482.05', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 59.71, 'Juros': 26.27, 'Multa': 11.94, 'Total': '97.92', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 293.94, 'Juros': 91.12, 'Multa': 58.79, 'Total': '443.85', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 56.48, 'Juros': 17.51, 'Multa': 11.3, 'Total': '85.29', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 988.04, 'Juros': 197.61, 'Multa': 197.61, 'Total': '1383.26', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 182.73, 'Juros': 36.55, 'Multa': 36.55, 'Total': '255.83', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 6352.18}]"
Imóvel,107.600.0184.003,"Rua LARANJEIRA 0 QD. 14 LT. 13 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 14 13",107.600.0184.003,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 377.06, 'Juros': 28.28, 'Multa': 75.42, 'Total': '480.76', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 56.37, 'Juros': 4.51, 'Multa': 11.27, 'Total': '72.15', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 296.16, 'Juros': 59.23, 'Multa': 59.23, 'Total': '414.62', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 85.28, 'Juros': 17.06, 'Multa': 17.06, 'Total': '119.40', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1086.93}]"
Imóvel,107.600.0422.000,"Rua MANGUEIRA         0 QD.14  LT.28 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 14 28",107.600.0422.000,"[{'Situação': 'Dívida Parcelada', 'Divida': [{'Ano': '2023', 'Mês': '11', 'Tributo': 'Parcelamento DA', 'Valor Atual': 616.43, 'Juros': 0.0, 'Multa': 0.0, 'Total': '616.43', 'Vencidas': 0, 'A Vencer': 4}], 'Total Origem': 616.43}]"
Imóvel,107.663.0091.000,"Rua 25         0 QD. 47 LT. 33 RESIDENCIAL VALE DO SOL 1º E 2º ETAPA, Qt.Qd.Lt.SubLt. 47 33",107.663.0091.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 146.67, 'Juros': 5.87, 'Multa': 11.73, 'Total': '164.27', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 707.96, 'Juros': 219.47, 'Multa': 141.59, 'Total': '1069.02', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 83.77, 'Juros': 25.97, 'Multa': 16.75, 'Total': '126.49', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1359.78}]"
Imóvel,201.224.0213.000,"Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO, Qt.Qd.Lt.SubLt. J 1J",201.224.0213.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 756.15, 'Juros': 45.37, 'Multa': 114.95, 'Total': '916.47', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 106.4, 'Juros': 8.51, 'Multa': 21.28, 'Total': '136.19', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '04', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 324.41, 'Juros': 228.77, 'Multa': 51.23, 'Total': '604.41', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 751.45, 'Juros': 232.95, 'Multa': 150.29, 'Total': '1134.69', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 124.42, 'Juros': 38.57, 'Multa': 24.88, 'Total': '187.87', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 756.13, 'Juros': 151.23, 'Multa': 151.23, 'Total': '1058.59', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 112.68, 'Juros': 22.54, 'Multa': 22.54, 'Total': '157.76', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 751.45, 'Juros': 420.81, 'Multa': 150.29, 'Total': '1322.55', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 130.9, 'Juros': 73.31, 'Multa': 26.18, 'Total': '230.39', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 751.45, 'Juros': 330.64, 'Multa': 150.29, 'Total': '1232.38', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 131.53, 'Juros': 57.88, 'Multa': 26.31, 'Total': '215.72', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 7197.020000000001}]"
Imóvel,202.107.0243.001,"Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA, Qt.Qd.Lt.SubLt. 12 23",202.107.0243.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 487.11, 'Juros': 34.1, 'Multa': 97.41, 'Total': '618.62', 'Vencidas': 3, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 112.64, 'Juros': 9.01, 'Multa': 22.53, 'Total': '144.18', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 167.63, 'Juros': 112.31, 'Multa': 33.53, 'Total': '313.47', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 335.26, 'Juros': 187.75, 'Multa': 67.05, 'Total': '590.06', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 94.73, 'Juros': 53.05, 'Multa': 18.95, 'Total': '166.73', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 335.26, 'Juros': 147.51, 'Multa': 67.05, 'Total': '549.82', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 95.19, 'Juros': 41.88, 'Multa': 19.04, 'Total': '156.11', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 335.26, 'Juros': 103.93, 'Multa': 67.05, 'Total': '506.24', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 90.04, 'Juros': 27.91, 'Multa': 18.01, 'Total': '135.96', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 487.11, 'Juros': 97.42, 'Multa': 97.42, 'Total': '681.95', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 119.29, 'Juros': 23.86, 'Multa': 23.86, 'Total': '167.01', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 4030.1500000000005}]"
Imóvel,301.675.0112.000,"Rua RF-05         0 Qd. 07         Lt.07 RESIDENCIAL FLORENCA, Qt.Qd.Lt.SubLt. 07 07",301.675.0112.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '06', 'Tributo': 'Capinação e Roç', 'Valor Atual': 484.84, 'Juros': 19.39, 'Multa': 38.79, 'Total': '543.02', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'Capinação e Roç', 'Valor Atual': 484.84, 'Juros': 33.94, 'Multa': 96.97, 'Total': '615.75', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '02', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 483.24, 'Juros': 62.82, 'Multa': 96.65, 'Total': '642.71', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1801.48}]"
Imóvel,301.676.0121.000,"Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA, Qt.Qd.Lt.SubLt. 08 09",301.676.0121.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.0, 'Juros': 14.28, 'Multa': 40.8, 'Total': '259.08', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 679.25, 'Juros': 40.75, 'Multa': 103.25, 'Total': '823.25', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 32.47, 'Juros': 14.29, 'Multa': 6.49, 'Total': '53.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 611.92, 'Juros': 269.24, 'Multa': 122.38, 'Total': '1003.54', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 29.61, 'Juros': 9.18, 'Multa': 5.92, 'Total': '44.71', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 611.92, 'Juros': 189.7, 'Multa': 122.38, 'Total': '924.00', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '02', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 203.33, 'Juros': 26.43, 'Multa': 40.67, 'Total': '270.43', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 679.23, 'Juros': 135.85, 'Multa': 135.85, 'Total': '950.93', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 4397.099999999999}]"
